,CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,NOMBRE_DISTRITO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,CASILLA,NUM_ACTA_IMPRESO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES,RSP,FXM,CI,PAN-PRI-PRD,PAN-PRI,PAN-PRD,PRI-PRD,PVEM-PT-MORENA,PVEM-PT,PVEM-MORENA,PT-MORENA,CANDIDATO/A NO REGISTRADO/A,VOTOS NULOS,TOTAL_VOTOS_CALCULADOS,LISTA_NOMINAL_CASILLA,OBSERVACIONES,MECANISMOS_TRASLADO,FECHA_HORA
27963,'092758C0200',092758C020029861,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2758,2,C,0,Urbana,2,26,18,8,14,16,66,137,13,4,2,0,0,0,0,0,2,0,1,1,0,13,321,592,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:47
27964,'092759B0100',092759B010032474,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2759,1,B,0,Urbana,2,38,31,6,21,17,7,82,3,6,8,0,0,0,0,1,2,1,1,2,1,14,241,563,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:30
27965,'092759C0100',092759C010029864,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2759,1,C,0,Urbana,2,41,29,9,11,10,12,133,3,3,4,0,0,0,0,0,2,0,0,0,0,3,260,563,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:24
27966,'092759C0200',092759C020038332,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2759,2,C,0,Urbana,2,52,28,8,8,18,12,110,4,3,1,0,2,0,0,0,0,0,0,7,3,5,261,562,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:18
27967,'092760B0100',092760B010032475,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2760,1,B,0,Urbana,2,25,31,5,9,12,3,96,7,2,5,0,1,0,0,0,1,0,0,4,2,5,208,530,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:46
27968,'092760C0200',092760C020043994,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2760,2,C,0,Urbana,2,38,28,8,7,18,8,105,7,5,7,0,0,0,0,0,1,0,0,1,0,5,238,530,Recuento (Para recuento (SRA)),I-D,09/06/2021 10:06:09
27969,'092760C0100',092760C010036437,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2760,1,C,0,Urbana,2,23,25,6,9,8,11,112,3,0,12,0,0,0,0,0,1,1,0,0,0,8,219,530,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:15
27970,'092761B0100',092761B010032476,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2761,1,B,0,Urbana,2,29,25,5,11,18,13,103,2,2,8,0,2,0,0,0,0,0,0,5,0,9,232,525,Recuento (Para recuento (SRA)),I-D,09/06/2021 10:06:48
27971,'092761C0100',092761C010037306,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2761,1,C,0,Urbana,2,17,22,5,10,12,13,105,4,0,3,0,1,1,0,0,0,0,0,2,0,9,204,525,Recuento (Para recuento (SRA)),I-D,09/06/2021 10:06:17
27972,'092761C0200',092761C020037307,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2761,2,C,0,Urbana,2,34,32,6,8,8,6,98,6,1,4,0,3,1,0,1,0,0,0,1,0,5,214,524,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:43
27973,'092762B0100',092762B010032477,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2762,1,B,0,Urbana,2,15,23,4,10,10,6,124,4,1,3,0,0,1,0,0,1,0,0,3,0,5,210,547,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:20
27974,'092762C0200',092762C020037309,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2762,2,C,0,Urbana,2,34,23,7,8,6,13,112,5,0,5,0,2,0,0,1,0,0,0,0,0,7,223,546,Recuento (Para recuento (SRA)),I-D,09/06/2021 10:06:22
27975,'092762C0100',092762C010037308,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2762,1,C,0,Urbana,2,25,12,4,8,6,14,127,5,2,2,0,1,0,0,0,1,0,2,4,0,5,218,546,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:52
27976,'092763B0100',092763B010032478,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2763,1,B,0,Urbana,2,13,23,4,9,7,3,88,3,2,6,0,0,0,0,0,0,0,0,2,0,12,172,446,Recuento (Para recuento (SRA)),I-D,09/06/2021 10:06:01
27977,'092763C0100',092763C010037310,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2763,1,C,0,Urbana,2,14,31,8,14,5,1,90,12,4,5,0,0,0,0,0,2,0,2,0,0,7,195,445,Recuento (Para recuento (SRA)),I-D,09/06/2021 10:06:43
27978,'092764B0100',092764B010032479,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2764,1,B,0,Urbana,2,28,25,5,9,15,6,131,5,5,3,0,2,1,1,0,2,0,1,1,1,6,247,562,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:22
27979,'092764C0100',092764C010029474,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2764,1,C,0,Urbana,2,30,36,9,11,11,3,122,10,4,7,0,1,2,0,0,4,0,0,1,0,11,262,562,Recuento (Para recuento (SRA)),I-D,09/06/2021 10:06:21
27980,'092764C0200',092764C020029475,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2764,2,C,0,Urbana,2,25,33,7,8,9,7,150,9,5,4,0,3,1,0,0,2,0,0,4,0,13,280,562,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:54
27981,'092765B0100',092765B010032480,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2765,1,B,0,Urbana,2,30,20,4,8,6,9,139,12,6,2,0,4,1,1,0,1,0,0,6,0,8,257,520,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:31
27982,'092765C0200',092765C020029478,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2765,2,C,0,Urbana,2,22,26,6,8,9,11,132,6,1,3,0,1,1,0,0,0,0,0,2,0,8,236,519,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:40
27983,'092765C0100',092765C010029477,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2765,1,C,0,Urbana,2,26,29,4,14,7,13,134,4,0,3,0,1,0,0,0,0,1,0,1,1,1,239,519,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:02
27984,'092766B0100',092766B010032481,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2766,1,B,0,Urbana,2,40,36,12,11,10,7,178,7,5,5,0,3,0,0,0,1,1,0,0,0,5,321,728,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:16
27985,'092766C0100',092766C010036248,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2766,1,C,0,Urbana,2,41,36,13,10,17,4,171,10,5,7,0,2,1,1,0,1,0,0,0,0,8,327,728,Cotejo (Levantada en Casilla),I-D,09/06/2021 09:06:48
27986,'092828B0100',092828B010032482,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2828,1,B,0,Urbana,2,29,36,10,10,12,10,137,5,5,5,0,0,1,0,0,0,0,1,6,0,8,275,581,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:25
27987,'092828C0100',092828C010029479,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2828,1,C,0,Urbana,2,25,37,6,5,7,4,146,6,4,5,0,0,0,0,0,0,0,0,0,0,13,258,580,Recuento (Para recuento (SRA)),I-D,09/06/2021 10:06:06
27988,'092829B0100',092829B010032483,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2829,1,B,0,Urbana,2,37,33,12,4,12,12,127,9,3,12,0,2,1,0,0,0,0,1,3,0,10,278,635,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:00
27989,'092829C0100',092829C010029481,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2829,1,C,0,Urbana,2,37,43,3,10,6,8,138,11,2,17,0,2,0,0,1,1,0,1,3,0,8,291,635,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:34
27990,'092829C0200',092829C020029482,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2829,2,C,0,Urbana,2,37,42,9,7,6,11,131,5,1,9,0,1,1,0,0,1,0,0,2,0,16,279,635,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:06
27991,'092830B0100',092830B010032484,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2830,1,B,0,Urbana,2,16,21,7,10,4,7,132,10,0,6,0,1,0,0,0,2,0,0,7,0,5,228,505,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:34
27992,'092830C0100',092830C010029483,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2830,1,C,0,Urbana,2,31,21,9,9,9,13,132,6,0,2,0,2,0,0,0,0,0,0,4,0,12,250,505,Recuento (Para recuento (SRA)),I-D,09/06/2021 10:06:46
27993,'092830C0200',092830C020029484,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2830,2,C,0,Urbana,2,23,24,6,8,8,10,139,6,0,2,0,0,0,0,0,1,1,0,6,0,7,241,504,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:08
27994,'092831B0100',092831B010032485,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2831,1,B,0,Urbana,2,28,31,3,11,5,6,150,13,2,5,0,1,0,0,0,0,0,3,2,0,15,275,690,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:39
27995,'092831C0100',092831C010029486,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2831,1,C,0,Urbana,2,37,34,0,5,8,10,165,6,0,10,0,0,0,0,0,0,0,0,0,0,2,277,689,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:14
27996,'092832B0100',092832B010032486,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2832,1,B,0,Urbana,2,22,30,6,4,7,11,139,0,4,5,0,0,1,0,0,0,0,1,5,1,11,247,576,Recuento (Para recuento (SRA)),I-D,09/06/2021 10:06:08
27997,'092832C0100',092832C010029487,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2832,1,C,0,Urbana,2,25,24,10,6,7,9,137,6,1,6,0,2,1,0,0,1,0,0,3,0,16,254,575,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:41
27998,'092832C0200',092832C020029687,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2832,2,C,0,Urbana,2,32,27,3,9,4,5,125,1,4,7,0,1,0,0,1,0,0,0,1,0,8,228,575,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:18
27999,'092833B0100',092833B010032487,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2833,1,B,0,Urbana,2,28,28,3,9,14,5,163,10,9,6,0,0,0,0,0,0,0,0,0,0,13,288,701,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:00
28000,'092833C0100',092833C010036250,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2833,1,C,0,Urbana,2,36,28,5,12,6,10,150,16,1,5,0,1,0,0,0,0,0,1,0,0,8,279,700,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:41
28001,'092834B0100',092834B010032488,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2834,1,B,0,Urbana,2,51,47,13,9,9,18,124,7,3,7,0,3,1,0,0,1,0,0,4,0,8,305,685,Recuento (Para recuento (SRA)),I-D,09/06/2021 10:06:39
28002,'092834C0200',092834C020036251,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2834,2,C,0,Urbana,2,57,36,14,9,21,14,152,4,3,3,0,3,0,0,0,1,1,0,2,0,11,331,684,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:11
28003,'092834C0100',092834C010029689,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2834,1,C,0,Urbana,2,38,43,9,11,18,13,140,8,1,6,0,6,0,0,0,0,1,0,8,1,12,315,685,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:24
28004,'092835B0100',092835B010032489,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2835,1,B,0,Urbana,2,50,34,12,12,4,14,92,9,5,7,0,2,1,0,0,0,0,0,0,0,4,246,538,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:06
28005,'092835C0100',092835C010029692,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2835,1,C,0,Urbana,2,51,27,9,6,12,11,104,7,4,1,0,0,2,0,0,0,0,0,0,0,6,240,538,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:45
28006,'092835C0200',092835C020036253,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2835,2,C,0,Urbana,2,44,47,9,9,9,7,105,14,2,4,0,4,0,0,0,0,0,0,1,0,9,264,537,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:30
28007,'092836B0100',092836B010032490,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2836,1,B,0,Urbana,2,48,30,8,5,7,9,129,7,1,4,0,2,0,0,0,0,0,1,1,0,8,260,537,Recuento (Para recuento (SRA)),I-D,09/06/2021 10:06:52
28008,'092836C0100',092836C010036255,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2836,1,C,0,Urbana,2,63,32,8,7,14,10,126,6,1,3,0,2,1,1,0,0,0,0,5,0,5,284,537,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:08
28009,'092837B0100',092837B010032491,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2837,1,B,0,Urbana,2,56,51,7,11,16,7,100,8,2,1,0,2,2,0,0,1,0,0,3,0,7,274,568,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:44
28010,'092837C0100',092837C010036257,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2837,1,C,0,Urbana,2,58,67,8,12,16,12,119,3,2,5,0,0,1,0,0,0,0,0,1,0,12,316,568,Recuento (Para recuento (SRA)),I-D,09/06/2021 10:06:49
28011,'092838B0100',092838B010032492,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2838,1,B,0,Urbana,2,49,33,11,8,21,13,149,5,2,3,0,1,0,0,0,4,0,0,2,0,11,312,680,Recuento (Para recuento (SRA)),I-D,09/06/2021 11:06:30
28012,'092838C0100',092838C010036025,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2838,1,C,0,Urbana,2,72,38,8,13,14,10,105,9,0,7,0,8,2,0,0,0,0,0,2,0,6,294,680,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:44
28013,'092839B0100',092839B010032493,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2839,1,B,0,Urbana,2,105,67,5,9,7,16,143,6,3,2,0,7,0,0,0,1,1,0,0,1,11,384,711,Recuento (Para recuento (SRA)),I-D,09/06/2021 11:06:03
28014,'092840B0100',092840B010032494,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2840,1,B,0,Urbana,2,62,52,5,5,7,8,99,10,1,8,0,7,0,0,0,1,0,0,1,0,9,275,494,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:23
28015,'092840C0100',092840C010036027,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2840,1,C,0,Urbana,2,72,43,12,7,9,10,80,8,4,1,0,1,1,0,0,1,0,0,1,0,10,260,493,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:05
28016,'092842B0100',092842B010032495,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2842,1,B,0,Urbana,2,161,50,10,2,11,5,98,5,1,5,0,10,1,0,0,0,0,0,1,1,6,367,553,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:56
28017,'092842C0100',092842C010029245,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2842,1,C,0,Urbana,2,136,70,13,2,10,14,101,2,0,2,0,2,1,0,0,0,0,0,4,2,4,363,552,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:35
28018,'092843B0100',092843B010032496,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2843,1,B,0,Urbana,2,218,100,9,12,2,19,98,5,1,3,0,8,1,1,0,1,0,0,1,1,3,483,731,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:15
28019,'092844B0100',092844B010032497,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2844,1,B,0,Urbana,2,143,29,13,4,7,10,150,2,2,6,0,13,1,0,0,0,0,0,3,2,11,396,676,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:56
28020,'092845B0100',092845B010032498,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2845,1,B,0,Urbana,2,188,60,7,7,15,16,97,3,1,3,0,8,2,0,0,1,0,0,4,0,9,421,697,Recuento (Para recuento (SRA)),I-D,09/06/2021 11:06:48
28021,'092846B0100',092846B010032499,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2846,1,B,0,Urbana,2,116,37,7,5,2,9,62,1,1,0,0,9,2,0,0,1,0,0,1,1,5,259,410,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:33
28022,'092846C0100',092846C010029247,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2846,1,C,0,Urbana,2,127,46,10,4,3,16,51,0,1,1,0,5,0,0,0,1,0,0,1,0,3,269,410,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:30
28023,'092847B0100',092847B010032500,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2847,1,B,0,Urbana,2,71,33,7,1,7,13,101,4,3,4,0,4,0,0,0,2,0,0,0,0,7,257,498,Recuento (Para recuento (SRA)),I-D,09/06/2021 11:06:53
28024,'092847C0100',092847C010036031,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2847,1,C,0,Urbana,2,62,37,7,9,6,13,106,4,3,2,0,12,1,0,0,2,0,0,3,0,9,276,498,Recuento (Para recuento (SRA)),I-D,09/06/2021 11:06:08
28025,'092848B0100',092848B010032501,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2848,1,B,0,Urbana,2,113,58,16,10,8,30,144,4,3,4,0,10,0,0,0,0,0,0,4,0,11,415,698,Recuento (Para recuento (SRA)),I-D,09/06/2021 11:06:28
28026,'092849B0100',092849B010032502,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2849,1,B,0,Urbana,2,69,38,10,9,10,18,126,1,1,8,0,2,0,0,0,1,0,0,3,0,5,301,553,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:07
28027,'092849C0100',092849C010029249,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2849,1,C,0,Urbana,2,66,53,13,9,11,28,113,3,2,1,0,5,0,1,1,0,0,0,3,0,10,319,553,Recuento (Para recuento (SRA)),I-D,09/06/2021 11:06:17
28028,'092850B0100',092850B010032503,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2850,1,B,0,Urbana,2,49,44,6,11,10,12,151,7,5,4,0,5,1,1,0,1,1,1,0,0,9,318,707,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:55
28029,'092850C0100',092850C010029252,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2850,1,C,0,Urbana,2,26,30,10,8,5,14,132,4,5,2,0,2,0,0,0,1,0,0,2,0,6,247,707,Recuento (Para recuento (SRA)),I-D,09/06/2021 11:06:46
28030,'092851B0100',092851B010032504,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2851,1,B,0,Urbana,2,40,36,10,8,10,19,139,8,0,3,0,3,0,0,0,0,0,0,1,0,13,290,648,Recuento (Para recuento (SRA)),I-D,09/06/2021 11:06:38
28031,'092851C0100',092851C010036033,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2851,1,C,0,Urbana,2,47,34,8,7,15,12,166,5,1,2,0,2,0,0,0,0,0,0,1,3,13,316,647,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:49
28032,'092852B0100',092852B010032505,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2852,1,B,0,Urbana,2,34,22,6,6,16,13,138,10,3,4,0,2,0,0,0,2,0,1,4,0,9,270,645,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:38
28033,'092852C0100',092852C010029254,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2852,1,C,0,Urbana,2,31,33,4,8,12,6,143,17,3,5,0,2,0,0,0,0,0,0,5,0,4,273,644,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:30
28034,'092852C0200',092852C020036036,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2852,2,C,0,Urbana,2,32,39,7,9,11,7,150,16,7,4,0,0,0,0,0,1,0,1,0,0,10,294,644,Recuento (Para recuento (SRA)),I-D,09/06/2021 11:06:48
28035,'092853B0100',092853B010032506,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2853,1,B,0,Urbana,2,21,11,10,14,22,11,152,6,0,7,0,4,0,0,0,0,0,0,3,0,11,272,602,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:10
28036,'092853C0200',092853C020029255,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2853,2,C,0,Urbana,2,27,31,6,15,32,5,120,3,3,5,0,1,0,0,0,0,1,0,8,1,8,266,601,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:25
28037,'092853C0100',092853C010036039,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2853,1,C,0,Urbana,2,43,29,5,10,17,5,141,2,3,5,0,1,0,0,0,1,0,0,1,1,3,267,601,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:43
28038,'092853C0300',092853C030038149,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2853,3,C,0,Urbana,2,40,31,10,7,15,5,133,3,1,6,0,2,0,0,0,1,0,1,8,0,6,269,601,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:27
28039,'092853C0400',092853C040038152,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2853,4,C,0,Urbana,2,36,19,5,9,24,12,117,9,3,5,0,0,0,0,0,2,0,0,2,0,7,250,601,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:18
28040,'092854B0100',092854B010032507,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2854,1,B,0,Urbana,2,15,27,6,6,13,5,124,4,0,2,0,1,1,0,0,1,1,0,1,0,6,213,567,Recuento (Para recuento (SRA)),I-D,09/06/2021 11:06:27
28041,'092854C0100',092854C010029257,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2854,1,C,0,Urbana,2,15,24,14,8,9,9,111,1,4,2,0,2,0,0,0,2,2,0,0,0,10,213,567,Recuento (Para recuento (SRA)),I-D,09/06/2021 11:06:38
28042,'092854C0200',092854C020043996,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2854,2,C,0,Urbana,2,16,20,8,1,13,8,110,2,1,6,0,4,0,0,0,0,0,0,4,0,8,201,567,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:30
28043,'092855B0100',092855B010032508,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2855,1,B,0,Urbana,2,26,25,7,4,10,10,131,11,2,2,0,1,0,1,0,0,0,0,6,0,6,242,582,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:43
28044,'092855C0100',092855C010038155,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2855,1,C,0,Urbana,2,38,16,4,3,7,5,136,7,1,6,0,2,1,0,0,1,0,0,3,0,11,241,581,Recuento (Para recuento (SRA)),I-D,09/06/2021 12:06:22
28045,'092855C0200',092855C020038158,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2855,2,C,0,Urbana,2,29,29,6,7,3,3,117,23,1,6,0,1,0,0,0,0,0,1,5,0,10,241,581,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:19
28046,'092856B0100',092856B010032509,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2856,1,B,0,Urbana,2,34,33,11,11,12,6,104,6,8,8,0,1,0,0,0,0,0,0,2,0,14,250,652,Recuento (Para recuento (SRA)),I-D,09/06/2021 12:06:38
28047,'092856C0100',092856C010038160,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2856,1,C,0,Urbana,2,24,26,5,15,10,8,127,6,4,5,0,1,0,0,0,2,0,1,1,0,13,248,652,Recuento (Para recuento (SRA)),I-D,09/06/2021 12:06:45
28048,'092857B0100',092857B010032510,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2857,1,B,0,Urbana,2,30,35,6,5,8,4,127,7,3,10,0,0,0,0,0,0,0,1,1,0,16,253,619,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:51
28049,'092857C0100',092857C010029268,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2857,1,C,0,Urbana,2,24,41,9,4,11,14,145,5,4,16,0,1,1,0,0,0,0,0,0,1,6,282,619,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:45
28050,'092869B0100',092869B010032511,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2869,1,B,0,Urbana,2,20,11,3,5,4,10,104,13,0,3,0,0,0,0,0,1,1,0,2,0,4,181,680,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:35
28051,'092869C0200',092869C020029270,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2869,2,C,0,Urbana,2,19,21,5,3,8,8,103,8,0,3,0,0,0,0,0,1,1,1,3,0,6,190,680,Recuento (Para recuento (SRA)),I-D,09/06/2021 12:06:43
28052,'092869C0600',092869C060029275,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2869,6,C,0,Urbana,2,15,21,7,7,2,2,127,8,4,6,0,2,0,0,0,2,0,0,3,0,2,208,680,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:52
28053,'092869C0400',092869C040029272,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2869,4,C,0,Urbana,2,16,23,6,5,14,4,118,7,2,3,0,3,1,0,0,0,0,0,0,0,2,204,680,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:02
28054,'092869C0500',092869C050029274,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2869,5,C,0,Urbana,2,29,19,10,7,11,4,105,3,1,8,0,0,0,0,1,2,0,0,0,0,5,205,680,Recuento (Para recuento (SRA)),I-D,09/06/2021 12:06:24
28055,'092869C0100',092869C010038329,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2869,1,C,0,Urbana,2,23,25,3,5,8,3,100,8,1,0,0,4,0,0,0,1,0,0,0,0,3,184,680,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:19
28056,'092869C0300',092869C030029271,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2869,3,C,0,Urbana,2,21,18,6,4,7,2,100,7,3,0,0,1,0,0,0,0,0,0,2,0,6,177,680,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:09
28057,'092870B0100',092870B010032512,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2870,1,B,0,Urbana,2,33,28,9,11,10,10,140,13,3,7,0,1,0,0,0,0,0,0,4,0,13,282,677,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:09
28058,'092870C0100',092870C010036043,9,CIUDAD DE MÉXICO,4,IZTAPALAPA,2870,1,C,0,Urbana,2,28,31,6,8,6,8,166,10,5,13,0,3,0,0,0,1,0,1,1,0,15,302,677,Cotejo (Levantada en Casilla),I-D,09/06/2021 10:06:55
