,CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,NOMBRE_DISTRITO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,CASILLA,NUM_ACTA_IMPRESO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES,RSP,FXM,CI,PAN-PRI-PRD,PAN-PRI,PAN-PRD,PRI-PRD,PVEM-PT-MORENA,PVEM-PT,PVEM-MORENA,PT-MORENA,CANDIDATO/A NO REGISTRADO/A,VOTOS NULOS,TOTAL_VOTOS_CALCULADOS,LISTA_NOMINAL_CASILLA,OBSERVACIONES,MECANISMOS_TRASLADO,FECHA_HORA
25933,'090821B0100',090821B010034581,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,821,1,B,0,Urbana,2,16,15,12,5,7,6,152,10,2,5,0,0,0,0,0,0,0,0,0,0,11,241,625,Recuento (Para recuento (SRA)),I,09/06/2021 11:06:15
25934,'090821C0100',090821C010030606,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,821,1,C,0,Urbana,2,8,20,15,3,8,6,173,7,2,4,0,2,0,0,0,0,0,0,0,0,11,259,625,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:48
25935,'090821C0200',090821C020028951,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,821,2,C,0,Urbana,2,6,15,11,8,3,4,152,12,4,4,0,1,0,0,1,0,0,0,0,2,6,229,624,Recuento (Para recuento (SRA)),I,09/06/2021 12:06:40
25936,'090821C0300',090821C030030607,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,821,3,C,0,Urbana,2,11,6,16,7,3,3,144,13,4,5,0,1,0,0,0,0,0,0,0,2,11,226,624,Recuento (Para recuento (SRA)),I,09/06/2021 11:06:44
25937,'090822B0100',090822B010034582,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,822,1,B,0,Urbana,2,7,12,24,7,9,7,168,18,6,9,0,0,0,0,0,0,0,0,0,3,8,278,746,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:33
25938,'090822C0100',090822C010028952,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,822,1,C,0,Urbana,2,8,13,24,18,5,5,177,14,5,9,0,1,2,0,0,0,0,0,0,1,7,289,746,Recuento (Para recuento (SRA)),I,09/06/2021 11:06:56
25939,'090822C0200',090822C020028953,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,822,2,C,0,Urbana,2,13,15,36,8,14,6,153,23,6,6,0,1,0,0,0,0,0,0,0,1,11,293,746,Recuento (Para recuento (SRA)),I,09/06/2021 11:06:28
25940,'090823B0100',090823B010034583,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,823,1,B,0,Urbana,2,8,9,13,6,2,6,168,24,2,6,0,0,0,0,0,0,0,0,0,0,11,255,702,Recuento (Para recuento (SRA)),I,09/06/2021 11:06:49
25941,'090823C0100',090823C010030608,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,823,1,C,0,Urbana,2,13,18,21,4,2,7,214,23,6,3,0,0,0,0,0,0,0,0,0,0,13,324,702,Recuento (Para recuento (SRA)),I,09/06/2021 11:06:48
25942,'090823C0200',090823C020031007,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,823,2,C,0,Urbana,2,11,13,15,6,5,5,212,13,5,6,0,0,0,0,0,0,0,0,0,0,12,303,701,Recuento (Para recuento (SRA)),I,09/06/2021 11:06:08
25943,'090824B0100',090824B010034584,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,824,1,B,0,Urbana,2,13,10,10,4,5,3,148,16,5,9,0,0,0,0,1,0,0,0,0,0,9,233,629,Recuento (Para recuento (SRA)),I,09/06/2021 11:06:09
25944,'090824C0100',090824C010030609,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,824,1,C,0,Urbana,2,2,13,9,6,5,138,11,5,4,3,0,0,0,0,0,0,0,0,0,0,11,207,629,Recuento (Para recuento (SRA)),I,09/06/2021 12:06:28
25945,'090824C0200',090824C020028954,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,824,2,C,0,Urbana,2,12,11,13,3,6,2,154,21,5,5,0,1,0,0,0,0,0,0,0,0,11,244,629,Recuento (Para recuento (SRA)),I,09/06/2021 11:06:54
25946,'090824C0300',090824C030030610,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,824,3,C,0,Urbana,2,14,16,9,9,6,5,128,16,0,7,0,0,1,0,0,0,0,0,0,0,10,221,629,Recuento (Para recuento (SRA)),I,09/06/2021 11:06:50
25947,'090825B0100',090825B010034585,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,825,1,B,0,Urbana,2,9,9,40,4,3,5,130,8,2,6,0,0,0,0,0,0,0,0,0,1,7,224,512,Recuento (Para recuento (SRA)),I,09/06/2021 12:06:15
25948,'090825C0100',090825C010028955,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,825,1,C,0,Urbana,2,14,13,46,4,2,3,113,12,2,3,0,0,0,0,0,0,0,0,0,0,7,219,511,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:10
25949,'090825C0200',090825C020028956,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,825,2,C,0,Urbana,2,7,18,36,8,1,3,108,12,3,8,0,0,0,1,0,0,0,0,0,1,11,217,511,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:09
25950,'090826B0100',090826B010034586,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,826,1,B,0,Urbana,2,8,22,10,8,4,4,119,4,0,1,0,0,0,0,0,0,0,0,0,0,8,188,503,Recuento (Para recuento (SRA)),I,09/06/2021 12:06:14
25951,'090826C0100',090826C010028957,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,826,1,C,0,Urbana,2,8,12,14,5,8,2,116,7,4,2,0,0,0,1,0,0,0,0,0,0,8,187,503,Recuento (Para recuento (SRA)),I,09/06/2021 12:06:46
25952,'090826C0200',090826C020028958,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,826,2,C,0,Urbana,2,15,24,8,4,3,7,114,8,2,6,0,0,0,1,0,0,0,0,0,0,9,201,502,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:10
25953,'090827B0100',090827B010034587,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,827,1,B,0,Urbana,2,20,13,28,8,8,5,169,9,11,3,0,0,0,0,0,0,0,0,0,0,11,285,733,Recuento (Para recuento (SRA)),I,09/06/2021 12:06:39
25954,'090827C0100',090827C010028959,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,827,1,C,0,Urbana,2,14,15,21,12,11,5,162,17,8,13,0,2,0,0,1,0,0,0,0,0,10,291,733,Recuento (Para recuento (SRA)),I,09/06/2021 23:06:36
25955,'090827C0200',090827C020028960,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,827,2,C,0,Urbana,2,10,15,22,9,3,4,183,7,5,5,0,0,0,0,0,0,0,0,0,0,12,275,733,Recuento (Para recuento (SRA)),I,09/06/2021 12:06:31
25956,'090827C0400',090827C040028962,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,827,4,C,0,Urbana,2,22,22,25,8,4,5,186,11,2,2,0,1,1,0,0,0,0,0,0,1,12,302,733,Recuento (Para recuento (SRA)),I,09/06/2021 13:06:02
25957,'090827C0300',090827C030028961,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,827,3,C,0,Urbana,2,19,20,28,8,7,4,168,13,6,8,0,1,0,0,0,0,0,0,0,0,12,294,733,Recuento (Para recuento (SRA)),I,09/06/2021 23:06:13
25958,'090828B0100',090828B010034588,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,828,1,B,0,Urbana,2,12,14,19,3,7,9,145,9,3,3,0,1,2,0,0,0,0,0,0,0,8,235,556,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:04
25959,'090828C0100',090828C010040209,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,828,1,C,0,Urbana,2,13,13,29,5,3,7,123,8,2,4,0,1,1,0,1,0,0,0,0,0,8,218,556,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:50
25960,'090828C0200',090828C020031604,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,828,2,C,0,Urbana,2,7,9,28,4,7,6,157,7,3,4,0,0,0,0,0,0,0,0,0,1,12,245,556,Recuento (Para recuento (SRA)),I,09/06/2021 13:06:34
25961,'090829B0100',090829B010034589,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,829,1,B,0,Urbana,2,22,27,26,7,7,4,194,19,2,12,0,1,1,0,0,0,0,0,0,0,13,335,741,Recuento (Para recuento (SRA)),I,10/06/2021 00:06:04
25962,'090829C0100',090829C010028963,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,829,1,C,0,Urbana,2,14,21,34,4,6,8,185,18,2,8,0,2,0,0,0,0,0,0,0,1,12,315,741,Recuento (Para recuento (SRA)),I,09/06/2021 13:06:56
25963,'090830B0100',090830B010034590,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,830,1,B,0,Urbana,2,14,16,27,9,4,7,139,16,2,7,0,1,0,0,0,0,0,0,0,0,7,249,608,Recuento (Para recuento (SRA)),I,09/06/2021 13:06:59
25964,'090830C0100',090830C010028964,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,830,1,C,0,Urbana,2,15,18,38,3,5,2,149,13,0,3,0,0,0,0,0,0,0,0,0,0,17,263,607,Recuento (Para recuento (SRA)),I,09/06/2021 13:06:56
25965,'090830C0200',090830C020028965,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,830,2,C,0,Urbana,2,10,11,21,2,5,2,147,15,1,5,0,1,0,0,1,0,0,0,0,0,11,232,607,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:25
25966,'090831B0100',090831B010034591,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,831,1,B,0,Urbana,2,10,13,26,3,2,5,180,17,2,2,0,0,0,0,0,0,0,0,0,1,13,274,657,Recuento (Para recuento (SRA)),I,09/06/2021 13:06:53
25967,'090831C0200',090831C020028967,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,831,2,C,0,Urbana,2,13,17,29,4,3,4,174,22,3,6,0,1,1,0,0,0,0,0,0,1,14,292,656,Recuento (Para recuento (SRA)),I,09/06/2021 13:06:10
25968,'090831C0100',090831C010028966,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,831,1,C,0,Urbana,2,6,22,22,6,5,7,175,25,2,7,0,1,0,0,0,0,0,0,0,3,18,299,657,Recuento (Para recuento (SRA)),I,09/06/2021 13:06:51
25969,'090832B0100',090832B010034592,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,832,1,B,0,Urbana,2,20,29,22,11,8,14,190,8,10,9,0,1,1,0,0,0,0,0,0,1,12,336,740,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:08
25970,'090832C0100',090832C010028968,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,832,1,C,0,Urbana,2,28,20,20,5,6,10,207,10,11,7,0,6,0,0,0,0,0,0,0,0,15,345,740,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:35
25971,'090833B0100',090833B010034593,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,833,1,B,0,Urbana,2,10,15,18,6,3,6,146,16,3,6,0,0,0,0,0,0,0,0,0,1,17,247,631,Recuento (Para recuento (SRA)),I,09/06/2021 13:06:56
25972,'090833C0300',090833C030029126,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,833,3,C,0,Urbana,2,8,11,26,4,6,6,154,11,0,5,0,0,0,0,0,0,0,0,0,0,17,248,631,Recuento (Para recuento (SRA)),I,09/06/2021 13:06:25
25973,'090833C0400',090833C040029127,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,833,4,C,0,Urbana,2,12,21,29,5,2,4,146,11,0,5,0,1,0,0,0,0,0,0,0,0,15,251,631,Recuento (Para recuento (SRA)),I,09/06/2021 14:06:41
25974,'090833C0200',090833C020029125,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,833,2,C,0,Urbana,2,21,15,20,7,4,3,149,9,7,8,0,0,0,0,0,0,0,0,0,1,10,254,631,Recuento (Para recuento (SRA)),I,09/06/2021 14:06:40
25975,'090833C0100',090833C010028969,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,833,1,C,0,Urbana,2,18,19,26,7,5,6,150,10,2,4,0,1,0,0,0,0,0,0,0,0,11,259,631,Recuento (Para recuento (SRA)),I,10/06/2021 00:06:06
25976,'090834B0100',090834B010034594,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,834,1,B,0,Urbana,2,12,14,25,7,2,5,143,8,2,7,0,2,0,0,0,0,0,0,0,0,10,237,555,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:41
25977,'090834C0100',090834C010029128,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,834,1,C,0,Urbana,2,13,12,17,3,5,3,144,6,3,6,0,0,0,0,0,0,0,0,0,0,9,221,555,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:06
25978,'090834C0200',090834C020029129,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,834,2,C,0,Urbana,2,14,13,27,5,2,3,131,7,3,1,0,0,0,0,0,0,0,0,0,0,6,212,554,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:44
25979,'090835B0100',090835B010034595,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,835,1,B,0,Urbana,2,23,14,17,11,11,4,125,13,2,3,0,0,0,0,0,0,0,0,0,0,14,237,581,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:17
25980,'090835C0200',090835C020030611,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,835,2,C,0,Urbana,2,18,21,33,6,7,4,127,11,2,7,0,1,0,0,0,0,0,0,0,0,13,250,581,Recuento (Para recuento (SRA)),I,09/06/2021 14:06:54
25981,'090835C0100',090835C010029130,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,835,1,C,0,Urbana,2,12,21,25,10,3,6,148,9,5,5,0,0,0,0,0,0,0,0,0,1,10,255,581,Recuento (Para recuento (SRA)),I,09/06/2021 14:06:53
25982,'090836B0100',090836B010034596,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,836,1,B,0,Urbana,2,20,23,53,7,3,8,158,5,0,2,0,2,0,0,0,0,0,0,0,0,16,297,643,Recuento (Para recuento (SRA)),I,09/06/2021 14:06:03
25983,'090836C0100',090836C010029131,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,836,1,C,0,Urbana,2,17,22,23,7,5,11,166,10,6,5,0,1,0,0,0,0,0,0,0,0,6,279,643,Recuento (Para recuento (SRA)),I,09/06/2021 14:06:16
25984,'090837B0100',090837B010034597,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,837,1,B,0,Urbana,2,32,11,29,9,6,6,190,5,1,5,0,2,0,0,0,0,0,0,0,0,9,305,722,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:09
25985,'090837C0100',090837C010029132,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,837,1,C,0,Urbana,2,30,36,45,8,1,8,163,14,7,5,0,2,1,0,0,0,0,0,0,0,10,330,722,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:53
25986,'090838B0100',090838B010034598,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,838,1,B,0,Urbana,2,31,26,23,12,8,10,166,25,3,6,0,1,0,0,0,0,0,0,0,0,15,326,656,Recuento (Para recuento (SRA)),I,09/06/2021 14:06:36
25987,'090838C0100',090838C010029133,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,838,1,C,0,Urbana,2,26,21,30,14,10,4,165,18,4,9,0,2,0,0,0,0,0,0,0,0,13,316,656,Recuento (Para recuento (SRA)),I,09/06/2021 14:06:45
25988,'090839B0100',090839B010034599,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,839,1,B,0,Urbana,2,21,12,11,7,7,6,123,20,2,2,0,0,0,0,0,0,0,0,0,0,10,221,507,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:12
25989,'090839C0100',090839C010029134,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,839,1,C,0,Urbana,2,14,15,12,7,5,2,131,16,8,4,0,0,0,0,0,0,0,0,0,0,9,223,507,Recuento (Para recuento (SRA)),I,09/06/2021 14:06:12
25990,'090839C0200',090839C020030612,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,839,2,C,0,Urbana,2,18,10,7,6,2,2,157,8,7,5,0,1,0,0,0,0,0,0,0,1,8,232,506,Recuento (Para recuento (SRA)),I,09/06/2021 15:06:20
25991,'090840B0100',090840B010034600,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,840,1,B,0,Urbana,2,12,15,13,1,3,3,112,19,2,5,0,0,0,0,0,0,0,0,0,0,10,195,512,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:46
25992,'090840C0100',090840C010030613,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,840,1,C,0,Urbana,2,11,10,16,1,3,5,123,12,0,6,0,0,0,0,1,0,0,0,0,1,8,197,511,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:28
25993,'090840C0200',090840C020029135,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,840,2,C,0,Urbana,2,12,12,19,4,1,6,105,11,1,1,0,0,0,0,0,0,0,0,0,0,10,182,511,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:32
25994,'090841B0100',090841B010034601,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,841,1,B,0,Urbana,2,18,18,50,10,8,7,135,15,4,5,0,0,1,0,0,0,0,0,0,0,19,290,737,Recuento (Para recuento (SRA)),I,09/06/2021 15:06:18
25995,'090841C0100',090841C010030614,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,841,1,C,0,Urbana,2,14,30,62,9,5,10,143,13,7,9,0,1,0,1,0,0,0,0,0,0,12,316,737,Recuento (Para recuento (SRA)),I,09/06/2021 15:06:45
25996,'090841C0200',090841C020029136,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,841,2,C,0,Urbana,2,7,10,49,7,6,5,163,19,4,3,0,3,0,0,0,0,0,0,0,0,15,291,737,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:09
25997,'090842B0100',090842B010034602,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,842,1,B,0,Urbana,2,13,8,27,4,4,9,158,21,4,3,0,2,0,0,0,0,0,0,0,0,15,268,624,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:11
25998,'090842C0200',090842C020030616,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,842,2,C,0,Urbana,2,10,11,29,5,9,12,125,8,5,0,0,3,1,1,1,0,0,0,0,0,7,227,624,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:54
25999,'090842C0100',090842C010030615,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,842,1,C,0,Urbana,2,18,12,31,2,6,7,126,18,1,2,0,2,0,0,0,0,0,0,0,0,7,232,624,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:18
26000,'090842C0300',090842C030030617,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,842,3,C,0,Urbana,2,13,11,31,6,13,9,103,18,2,6,0,0,0,0,0,0,0,0,0,0,8,220,623,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:54
26001,'090843B0100',090843B010034603,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,843,1,B,0,Urbana,2,6,14,17,16,2,4,128,10,2,8,0,1,0,0,0,0,0,0,0,0,1,209,612,Recuento (Para recuento (SRA)),I,09/06/2021 15:06:22
26002,'090843C0200',090843C020030619,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,843,2,C,0,Urbana,2,13,8,16,4,6,9,144,17,3,3,0,2,0,0,0,0,0,0,0,0,6,231,612,Recuento (Para recuento (SRA)),I,09/06/2021 15:06:19
26003,'090843C0100',090843C010030618,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,843,1,C,0,Urbana,2,21,13,18,7,5,12,120,3,4,4,0,0,0,0,0,0,0,0,0,0,9,216,612,Recuento (Para recuento (SRA)),I,09/06/2021 15:06:35
26004,'090844B0100',090844B010034604,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,844,1,B,0,Urbana,2,21,25,18,8,3,4,125,18,2,1,0,0,1,0,0,0,0,0,0,0,11,237,519,Recuento (Para recuento (SRA)),I,09/06/2021 15:06:15
26005,'090844C0100',090844C010030620,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,844,1,C,0,Urbana,2,20,21,11,4,7,4,115,13,5,3,0,4,0,0,0,0,0,0,0,0,4,211,519,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:21
26006,'090844C0200',090844C020030621,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,844,2,C,0,Urbana,2,12,21,26,5,4,12,120,9,3,11,0,0,0,0,0,0,0,0,0,0,6,229,518,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:01
26007,'090845B0100',090845B010034605,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,845,1,B,0,Urbana,2,20,32,40,6,5,13,131,12,4,11,0,1,0,0,1,0,0,0,0,0,13,289,627,Recuento (Para recuento (SRA)),I,09/06/2021 15:06:24
26008,'090845C0100',090845C010029137,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,845,1,C,0,Urbana,2,20,29,32,7,8,7,166,11,3,4,0,2,1,0,1,0,0,0,0,0,12,303,627,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:50
26009,'090846B0100',090846B010034606,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,846,1,B,0,Urbana,2,31,16,25,10,4,11,186,8,5,2,0,0,0,0,0,0,0,0,0,1,5,304,700,Recuento (Para recuento (SRA)),I,09/06/2021 15:06:49
26010,'090846C0100',090846C010029138,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,846,1,C,0,Urbana,2,14,16,26,12,4,12,159,6,13,5,0,0,0,0,1,0,0,0,0,1,10,279,700,Recuento (Para recuento (SRA)),I,09/06/2021 15:06:44
26011,'090847B0100',090847B010034607,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,847,1,B,0,Urbana,2,12,9,17,15,5,1,108,16,9,5,0,0,0,1,1,0,0,0,0,2,8,209,551,Recuento (Para recuento (SRA)),I,09/06/2021 16:06:58
26012,'090847C0100',090847C010030622,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,847,1,C,0,Urbana,2,12,13,13,5,6,3,122,12,4,4,0,0,0,0,0,0,0,0,0,6,11,211,551,Recuento (Para recuento (SRA)),I,09/06/2021 16:06:52
26013,'090848B0100',090848B010034608,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,848,1,B,0,Urbana,2,14,13,26,6,4,6,126,10,4,5,0,2,0,0,0,0,0,0,0,0,10,226,583,Recuento (Para recuento (SRA)),I,09/06/2021 16:06:17
26014,'090848C0100',090848C010029139,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,848,1,C,0,Urbana,2,27,14,16,12,3,3,126,10,3,5,0,1,3,0,0,0,0,0,0,0,9,232,583,Recuento (Para recuento (SRA)),I,09/06/2021 16:06:37
26015,'090848C0200',090848C020029140,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,848,2,C,0,Urbana,2,17,24,18,5,7,6,123,10,4,6,0,1,0,0,0,0,0,0,0,0,11,232,582,Recuento (Para recuento (SRA)),I,09/06/2021 16:06:58
26016,'090849B0100',090849B010034609,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,849,1,B,0,Urbana,2,16,10,15,10,4,2,143,19,4,5,0,3,0,0,0,0,0,0,0,0,8,239,641,Recuento (Para recuento (SRA)),I,09/06/2021 16:06:05
26017,'090849C0200',090849C020035870,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,849,2,C,0,Urbana,2,15,14,18,7,4,4,146,16,6,4,0,1,1,0,0,0,0,0,0,1,9,246,640,Recuento (Para recuento (SRA)),I,09/06/2021 16:06:53
26018,'090849C0100',090849C010030623,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,849,1,C,0,Urbana,2,32,18,13,7,4,5,141,22,3,7,0,1,0,1,0,0,0,0,0,0,5,259,641,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:22
26019,'090850B0100',090850B010034610,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,850,1,B,0,Urbana,2,21,15,11,5,7,5,136,6,2,6,0,1,0,1,0,0,0,0,0,0,8,224,579,Cotejo (Levantada en Casilla),I,09/06/2021 10:06:55
26020,'090850C0100',090850C010029141,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,850,1,C,0,Urbana,2,9,12,13,9,2,6,140,16,1,6,0,1,0,0,0,0,0,0,0,1,13,229,578,Recuento (Para recuento (SRA)),I,09/06/2021 17:06:31
26021,'090850C0200',090850C020029142,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,850,2,C,0,Urbana,2,17,24,10,4,6,5,154,4,3,11,0,0,0,0,0,0,0,0,0,1,7,246,578,Cotejo (Levantada en Casilla),I,09/06/2021 11:06:16
26022,'090851B0100',090851B010034611,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,851,1,B,0,Urbana,2,27,30,28,7,4,6,194,16,6,3,0,0,0,0,0,0,0,0,0,0,14,335,620,Recuento (Para recuento (SRA)),I,09/06/2021 17:06:53
26023,'090851C0100',090851C010035871,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,851,1,C,0,Urbana,2,25,26,24,4,5,0,141,20,8,4,0,2,0,0,0,0,0,0,0,0,11,270,619,Recuento (Para recuento (SRA)),I,09/06/2021 17:06:18
26024,'090852B0100',090852B010034612,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,852,1,B,0,Urbana,2,17,11,10,4,5,4,194,25,3,8,0,0,2,0,0,0,0,0,0,0,10,293,718,Recuento (Para recuento (SRA)),I,09/06/2021 17:06:51
26025,'090852C0100',090852C010035872,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,852,1,C,0,Urbana,2,10,25,12,7,5,5,146,11,1,3,0,0,0,0,0,0,0,0,0,0,13,238,718,Recuento (Para recuento (SRA)),I,09/06/2021 17:06:14
26026,'090852C0200',090852C020029143,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,852,2,C,0,Urbana,2,17,11,15,8,8,4,170,19,5,3,0,2,1,0,0,0,0,0,0,0,12,275,718,Recuento (Para recuento (SRA)),I,09/06/2021 17:06:59
26027,'090852C0600',090852C060035874,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,852,6,C,0,Urbana,2,16,21,14,8,3,8,166,13,0,7,0,2,0,0,0,0,0,0,0,0,12,270,718,Recuento (Para recuento (SRA)),I,09/06/2021 17:06:30
26028,'090852C0500',090852C050035873,9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,852,5,C,0,Urbana,2,22,17,21,5,3,7,172,15,4,6,0,0,0,0,0,0,0,0,0,0,15,287,718,Recuento (Para recuento (SRA)),I,10/06/2021 00:06:56
